td,actual,pred,residual,resid_ratio
2023-11-18,13300.0,21916.49326785801,-8616.493267858012,0.6068489076902339
2023-11-19,11620.0,20420.081925738174,-8800.081925738174,0.5690476679897034
2023-11-20,3255.0,17067.560489306034,-13812.560489306034,0.19071266816599097
2023-11-21,5908.0,15819.090478124852,-9911.090478124852,0.3734727990948514
2023-11-22,7210.0,15812.606760026538,-8602.606760026538,0.4559653009411776
2023-11-23,8400.0,14428.320177582336,-6028.320177582336,0.5821883557208068
2023-11-24,10745.0,14704.51697142732,-3959.5169714273197,0.7307278451158139
2023-11-25,11333.0,18510.78933166313,-7177.789331663131,0.6122375333079202
2023-11-26,8323.0,16595.038076997498,-8272.038076997498,0.5015354566457169
2023-11-27,4970.0,11408.820034512128,-6438.820034512128,0.43562787255522967
2023-11-28,3395.0,11495.62630041684,-8100.6263004168395,0.29532971160317684
2023-11-29,1729.0,11217.542426356682,-9488.542426356682,0.15413358240906228
2023-11-30,4459.0,12065.34147492428,-7606.34147492428,0.36957097395604244
2023-12-01,6321.0,13415.2631172746,-7094.2631172746005,0.471179726013764
2023-12-02,6720.0,14807.021081258985,-8087.021081258985,0.45383875413707614
2023-12-03,3045.0,13178.30485595162,-10133.30485595162,0.2310615844210653
2023-12-04,3738.0,10599.475951079941,-6861.475951079941,0.35265894439046763
2023-12-05,4347.0,9095.034966726527,-4748.034966726527,0.4779530827427447
2023-12-06,4977.0,9164.163909975592,-4187.163909975592,0.5430937343430008
2023-12-07,9128.0,9713.187318870494,-585.187318870494,0.9397533168403321
2023-12-08,19873.0,10488.637020616548,9384.362979383452,1.8947171077555143
2023-12-09,28168.0,11788.863699163141,16379.136300836859,2.38937362572099
2023-12-10,21854.0,9298.001262423706,12555.998737576294,2.3503976159176525
2023-12-11,7665.0,8995.89841989007,-1330.8984198900707,0.8520549746373932
2023-12-12,10073.0,8484.565556512036,1588.434443487964,1.1872145878192686
2023-12-13,10017.0,8786.915828932244,1230.084171067756,1.1399904352124917
2023-12-14,7245.0,10106.721402340363,-2861.721402340363,0.7168496796916072
2023-12-15,7217.0,14171.560160702555,-6954.560160702555,0.5092593841581813
2023-12-16,12404.0,16787.617017635155,-4383.617017635155,0.738877947177957
2023-12-17,9324.0,14314.016268801255,-4990.016268801255,0.6513895069633625
2023-12-18,19978.0,9897.364775195707,10080.635224804293,2.018517095587695
2023-12-19,18627.0,9031.488072828439,9595.511927171561,2.062450822034523
2023-12-20,17402.0,9050.70151985924,8351.29848014076,1.9227238862994394
2023-12-21,15771.0,10420.382408097632,5350.617591902368,1.5134761261491159
2023-12-22,24738.0,12308.442911929922,12429.557088070078,2.0098399267077696
2023-12-23,33845.0,16361.648026758874,17483.351973241126,2.068556904820819
2023-12-24,45332.0,12935.080899342613,32396.91910065739,3.50457800401572
2023-12-25,31479.0,14929.33106222382,16549.66893777618,2.1085338565270586
2023-12-26,26285.0,14469.617728135583,11815.382271864417,1.8165649220220854
2023-12-27,28252.0,13962.418726499298,14289.581273500702,2.0234316527393985
2023-12-28,29218.0,14726.872604292223,14491.127395707777,1.9839921743795261
2023-12-29,35917.0,21060.499432437213,14856.500567562787,1.7054201451975504
2023-12-30,37107.0,32034.2056780175,5072.794321982499,1.158355551967488
2023-12-31,38087.0,33929.64443917314,4157.355560826858,1.1225287099097043
2024-01-01,32452.0,29016.011155369495,3435.988844630505,1.1184169948871372
2024-01-02,23653.0,24552.006060408065,-899.0060604080645,0.9633836005825293
2024-01-03,19215.0,23798.7545194162,-4583.754519416201,0.8073951930687572
2024-01-04,22428.0,24947.646628752318,-2519.646628752318,0.8990026327433863
2024-01-05,29106.0,32940.811720045116,-3834.811720045116,0.8835847837437606
2024-01-06,49133.0,39710.08391870543,9422.91608129457,1.237292776831829
2024-01-07,32753.0,40087.771115905096,-7334.771115905096,0.8170322042924713
2024-01-08,23261.0,30662.015444511926,-7401.015444511926,0.7586259305783304
2024-01-09,21091.0,27022.596365418958,-5931.596365418958,0.780494950033385
2024-01-10,22456.0,25249.896813150775,-2793.8968131507754,0.8893501690788833
2024-01-11,27797.0,25732.375549577177,2064.6244504228234,1.0802345063884609
2024-01-12,36120.0,34263.329330008986,1856.6706699910137,1.054188273769557
2024-01-13,63882.0,51649.09833480211,12232.901665197889,1.2368463740819098
2024-01-14,27727.0,43131.68377255737,-15404.683772557371,0.6428452954957757
2024-01-15,25186.0,31354.397597168023,-6168.397597168023,0.803268502351161
2024-01-16,24584.0,28724.00304300318,-4140.00304300318,0.8558695653664598
2024-01-17,22827.0,28726.66815554136,-5899.66815554136,0.7946274826026659
2024-01-18,28812.0,29410.034356957178,-598.0343569571778,0.9796656355549035
2024-01-19,39522.0,41506.51667735503,-1984.51667735503,0.9521878288948845
2024-01-20,49938.0,56149.582953931116,-6211.582953931116,0.88937437061594
2024-01-21,38003.0,42978.44370688363,-4975.443706883627,0.8842339722485871
2024-01-22,21154.0,32123.506038351316,-10969.506038351316,0.6585208966525901
2024-01-23,17325.0,29373.57787014568,-12048.57787014568,0.5898157887537612
2024-01-24,18004.0,28012.212181221716,-10008.212181221716,0.6427196782433761
2024-01-25,22680.0,30383.169976716494,-7703.169976716494,0.7464658894177383
2024-01-26,33964.0,42102.816706664526,-8138.816706664526,0.8066918713926278
2024-01-27,56287.0,50835.18278195713,5451.817218042866,1.1072449614556688
2024-01-28,39529.0,45077.86672000878,-5548.86672000878,0.8769048510109331
2024-01-29,25662.0,29611.857147772487,-3949.857147772487,0.8666123124915315
2024-01-30,23968.0,25174.291992530903,-1206.2919925309034,0.9520823865517726
2024-01-31,21658.0,25065.94302558337,-3407.9430255833686,0.8640409011500155
2024-02-01,22449.0,28963.160521750222,-6514.160521750222,0.7750880634432717
2024-02-02,31255.0,42775.38103724699,-11520.381037246989,0.7306773018055519
2024-02-03,47593.0,57609.02204714759,-10016.022047147591,0.8261379608397029
2024-02-04,34447.0,49924.62221125865,-15477.622211258647,0.689980183610318
2024-02-05,13244.0,28846.28196855571,-15602.281968555712,0.45912329410205466
2024-02-06,17983.0,25881.59044487348,-7898.59044487348,0.6948181966754674
2024-02-07,17906.0,25793.788069778293,-7887.788069778293,0.6941981515688986
2024-02-08,28231.0,28804.91807686406,-573.9180768640617,0.9800756914033708
2024-02-09,29708.0,38123.327340897114,-8415.327340897114,0.7792604180205042
2024-02-10,28182.0,47389.97189760557,-19207.971897605566,0.5946827751004412
2024-02-11,44366.0,41443.31492485527,2922.6850751447273,1.070522473418068
2024-02-12,33600.0,26818.174385163453,6781.825614836547,1.2528817031851518
2024-02-13,18445.0,26905.39841600637,-8460.39841600637,0.6855501529769888
2024-02-14,14644.0,25977.696103173028,-11333.696103173028,0.5637143471784366
2024-02-15,11760.0,28294.9650875976,-16534.9650875976,0.41562164729988327
2024-02-16,26250.0,36680.571360853064,-10430.571360853064,0.7156377075416831
2024-02-17,40124.0,39846.60079361361,277.3992063863916,1.006961678056886
2024-02-18,20447.0,40483.04447229479,-20036.044472294787,0.5050756499796657
2024-02-19,6860.0,28938.3673212935,-22078.3673212935,0.23705552990725426
2024-02-20,9695.0,23888.00248033737,-14193.00248033737,0.4058522686432289
2024-02-21,5397.0,21103.497167879632,-15706.497167879632,0.25573960358638803
2024-02-22,19152.0,20333.490541771393,-1181.4905417713926,0.9418943570291466
2024-02-23,24941.0,30593.758304834915,-5652.758304834915,0.8152316479554075
2024-02-24,30800.0,38270.495157596044,-7470.495157596044,0.8047975306608157
2024-02-25,23751.0,31912.203102478274,-8161.203102478274,0.7442607432564102
2024-02-26,13223.0,20280.59500532387,-7057.59500532387,0.652002566814673
2024-02-27,10248.0,18924.598973491236,-8676.598973491236,0.5415174194367319
2024-02-28,11900.0,16440.937877505745,-4540.937877505745,0.7238029903562503
2024-02-29,15778.0,21201.166024593535,-5423.1660245935345,0.7442043509162366
2024-03-01,18088.0,25634.61730024023,-7546.617300240228,0.7056083493717885
2024-03-02,12656.0,31510.197038820894,-18854.197038820894,0.40164775816564
2024-03-03,4872.0,27704.52311421868,-22832.52311421868,0.17585576116628998
2024-03-04,0.0,18576.79465946936,-18576.79465946936,0.0
2024-03-05,0.0,15179.416705985126,-15179.416705985126,0.0
2024-03-06,0.0,12994.950874674312,-12994.950874674312,0.0
2024-03-07,0.0,15498.62605748738,-15498.62605748738,0.0
2024-03-08,0.0,17992.365808799223,-17992.365808799223,0.0
2024-03-09,0.0,17861.574940453876,-17861.574940453876,0.0
2024-03-10,0.0,13651.029427253812,-13651.029427253812,0.0
2024-03-11,0.0,11215.73086437825,-11215.73086437825,0.0
2024-03-12,0.0,11191.480612354077,-11191.480612354077,0.0
2024-03-13,231.0,9230.67928213545,-8999.67928213545,0.025025243856870286
2024-03-14,2044.0,10803.56349914056,-8759.56349914056,0.18919683307851184
2024-03-15,10479.0,11631.977779485129,-1152.9777794851288,0.9008786122753268
2024-03-16,11886.0,13545.094592916574,-1659.0945929165737,0.8775132516398816
2024-03-17,2520.0,11842.122145737529,-9322.122145737529,0.21279969662422818
2024-03-18,903.0,11749.331283385338,-10846.331283385338,0.07685543783048548
2024-03-19,2233.0,11747.222507653047,-9514.222507653047,0.1900874865139612
2024-03-20,3248.0,9852.546334641107,-6604.546334641107,0.3296609718626929
2024-03-21,5579.0,11622.900051016302,-6043.900051016302,0.48000068618951724
2024-03-22,4739.0,14937.037321616273,-10198.037321616273,0.31726505718385745
2024-03-23,4158.0,16482.27474592788,-12324.27474592788,0.25227100409955716
2024-03-24,2779.0,13315.835342733402,-10536.835342733402,0.20869888583569268
2024-03-25,1750.0,11242.351827697506,-9492.351827697506,0.15566138000489968
2024-03-26,1267.0,11247.8335031833,-9980.8335031833,0.11264391490516112
2024-03-27,1701.0,9611.977459371985,-7910.977459371985,0.17696670713074453
2024-03-28,5033.0,11407.485897103039,-6374.485897103039,0.44120150972776073
2024-03-29,11375.0,16679.914957729,-5304.914957729001,0.6819579133842734
2024-03-30,17822.0,19784.930416162537,-1962.9304161625369,0.9007865898502733
2024-03-31,16492.0,18362.908283934474,-1870.9082839344737,0.8981148162913108
2024-04-01,4186.0,19646.813677135437,-15460.813677135437,0.21306253872970668
2024-04-02,15036.0,16126.6133184322,-1090.6133184322007,0.9323718317729076
2024-04-03,9219.0,12182.180427394074,-2963.1804273940743,0.7567610786053727
2024-04-04,18046.0,10612.828306153739,7433.171693846261,1.700394982319295
2024-04-05,17353.0,14278.26596601627,3074.73403398373,1.2153436587679423
2024-04-06,21049.0,16729.66072274267,4319.339277257332,1.2581845112606216
2024-04-07,20048.0,16511.982246089236,3536.0177539107644,1.2141485922895932
2024-04-08,2107.0,10854.630312480778,-8747.630312480778,0.194110710300041
2024-04-09,18263.0,10640.69360410426,7622.306395895739,1.716335483333127
2024-04-10,19705.0,13236.833718477674,6468.166281522326,1.4886490545313136
2024-04-11,19894.0,13923.796873512083,5970.203126487917,1.4287769478916577
2024-04-12,24010.0,18300.602045164458,5709.397954835542,1.311978695604942
2024-04-13,23842.0,19605.411687756394,4236.588312243606,1.2160928002796985
2024-04-14,20377.0,17681.819894842978,2695.180105157022,1.1524266235707497
2024-04-15,2646.0,13624.258005074897,-10978.258005074897,0.19421241134852205
2024-04-16,15085.0,12765.583555514557,2319.416444485443,1.1816929429351066
2024-04-17,15267.0,14562.148999341334,704.8510006586657,1.0484029521117073
2024-04-18,18053.0,15717.825768612282,2335.1742313877185,1.1485685275918343
2024-04-19,18074.0,17605.41476082648,468.5852391735207,1.0266159727299446
2024-04-20,13006.0,20225.908807679676,-7219.908807679676,0.6430366182142425
2024-04-21,16751.0,21103.69307522838,-4352.693075228381,0.7937473285025362
2024-04-22,4298.0,13289.58817363921,-8991.58817363921,0.3234110751848106
2024-04-23,14336.0,12458.75886438892,1877.2411356110806,1.1506764161698988
2024-04-24,10325.0,13227.839845786375,-2902.839845786375,0.7805507263749454
2024-04-25,15428.0,15161.900330577793,266.0996694222067,1.0175505486528986
2024-04-26,20671.0,15393.564385329833,5277.435614670167,1.3428338936042388
2024-04-27,23023.0,16295.285865123933,6727.714134876067,1.4128626027528053
2024-04-28,22092.0,16053.707779852693,6038.292220147307,1.3761306922333125
2024-04-29,2674.0,13070.65941398409,-10396.65941398409,0.2045803440596983
2024-04-30,12880.0,12741.424869525748,138.57513047425164,1.0108759524066802
2024-05-01,15400.0,12097.163472707358,3302.836527292642,1.27302570017709
2024-05-02,6146.0,13407.766672783613,-7261.766672783613,0.45839103185437646
2024-05-03,9863.0,15026.098893756489,-5163.098893756489,0.6563912609478556
2024-05-04,21245.0,17250.20382768022,3994.7961723197805,1.2315796504334404
2024-05-05,11522.0,15849.348029718481,-4327.3480297184815,0.7269699661081047
2024-05-06,5586.0,15550.645532772036,-9964.645532772036,0.35921338366486755
2024-05-07,3913.0,12385.997303397375,-8472.997303397375,0.3159212701367775
2024-05-08,5691.0,12880.251836594056,-7189.251836594056,0.44183918701273467
2024-05-09,9807.0,13310.543764280104,-3503.5437642801044,0.7367843247935414
2024-05-10,11186.0,14285.6543646422,-3099.6543646421997,0.7830232843716267
2024-05-11,13748.0,18648.242865930206,-4900.242865930206,0.7372276358067598
2024-05-12,13272.0,16144.524808228347,-2872.524808228347,0.8220743662418412
2024-05-13,1351.0,12903.044255474526,-11552.044255474526,0.10470397320591963
2024-05-14,6447.0,12319.743923320417,-5872.743923320417,0.5233063317003106
2024-05-15,9982.0,13199.65020347687,-3217.650203476869,0.7562321611652012
2024-05-16,7812.0,12743.814903602042,-4931.814903602042,0.6130032536640136
2024-05-17,10619.0,14748.298365667231,-4129.298365667231,0.7200152679796686
2024-05-18,15365.0,18216.57518944719,-2851.5751894471905,0.8434626070053443
2024-05-19,12894.0,16459.658142400884,-3565.6581424008837,0.7833698542489425
2024-05-20,4130.0,10521.220317283442,-6391.220317283442,0.3925400167902156
2024-05-21,6489.0,9773.472662915005,-3284.4726629150045,0.6639400573168035
2024-05-22,7588.0,11176.519565324978,-3588.5195653249775,0.6789233406383219
2024-05-23,14413.0,10510.40138129177,3902.598618708231,1.3713082381092268
2024-05-24,12362.0,12756.755162539686,-394.75516253968635,0.9690552058489852
2024-05-25,15918.0,15173.91550821289,744.0844917871109,1.0490370788860908
2024-05-26,9072.0,12554.439425393524,-3482.4394253935243,0.722612909474103
2024-05-27,2429.0,10079.91243927385,-7650.91243927385,0.24097431546488546
2024-05-28,7784.0,8438.50096366125,-654.5009636612504,0.9224387167247203
2024-05-29,6909.0,9096.820819089935,-2187.820819089935,0.7594961072005804
2024-05-30,11613.0,9745.496678457494,1867.5033215425065,1.1916273108656061
2024-05-31,16058.0,12245.21266874219,3812.7873312578104,1.3113696294545005
2024-06-01,15127.0,16301.355460536743,-1174.3554605367426,0.9279596433940914
2024-06-02,9961.0,16041.902376365268,-6080.902376365268,0.6209363307606001
2024-06-03,1491.0,13813.078249823784,-12322.078249823784,0.10794118248182812
2024-06-04,7980.0,11232.879943634722,-3252.8799436347217,0.7104144297849445
2024-06-05,9968.0,11762.659314821503,-1794.6593148215034,0.8474274169821319
2024-06-06,18571.0,13301.849661414812,5269.150338585188,1.3961216276462376
2024-06-07,12978.0,12364.867482871086,613.1325171289136,1.049586663017479
2024-06-08,10178.0,15183.200579500312,-5005.2005795003115,0.670346146499697
2024-06-09,9646.0,12097.47808420602,-2451.478084206021,0.7973562698653225
2024-06-10,5664.0,9040.074732387053,-3376.074732387053,0.6265434930209264
2024-06-11,5330.0,6459.873248794246,-1129.8732487942461,0.8250935884840868
2024-06-12,4164.0,5846.0889204331925,-1682.0889204331925,0.7122710681744898
2024-06-13,3735.0,5918.409636625591,-2183.409636625591,0.6310816975030352
2024-06-14,3670.0,4341.096729148219,-671.0967291482193,0.8454084829204215
2024-06-15,1975.0,2172.956232135429,-197.95623213542922,0.9089000370978979
